id_transaccion,id_cliente,monto,fecha,id_tienda,Customer_ID,edad,geolocalizacion,preferencias,pais,segmento_cliente,monto_escalado,PCA_1,PCA_2,PCA_3
3345.0,8.0,2538.74,2025-07-07 00:00:00,41.0,8,74.0,"{'pais': 'mx', 'ciudad': 'Guadalajara', 'latitud': 23.388, 'longitud': -100.4046}",['Hogar'],México,Premium Regular,0.5079491478625534,0.1735717852827814,1.5363148565806266,5.053398688116264e-16
4628.0,9.0,2049.16,2025-10-18 04:47:10,10.0,9,55.0,"{'pais': 'mex', 'ciudad': 'Culiacán', 'latitud': 22.4131, 'longitud': -106.8203}",['Hogar'],México,Premium Regular,0.4099943577656751,-0.2507489430174415,0.5992173263590642,1.236809017416025e-16
63.0,10.0,3922.98,2024-11-10 04:47:10,41.0,10,67.0,"{'pais': 'MEXICO', 'ciudad': 'Monterrey', 'latitud': 24.048, 'longitud': None}","['Ropa', 'Electrónica', 'Deportes']",México,Premium Regular,0.7849068231019483,1.4603083913841024,1.2335992136819502,5.641642943201537e-16
652.0,10.0,0.0,2024-10-21 04:47:10,41.0,10,67.0,"{'pais': 'MEXICO', 'ciudad': 'Monterrey', 'latitud': 24.048, 'longitud': None}","['Ropa', 'Electrónica', 'Deportes']",México,Estándar Regular,0.0,-2.1579163290615404,1.1269609008615575,-2.6123228401756657e-16
1079.0,10.0,2087.11,2024-07-29 00:00:00,20.0,10,67.0,"{'pais': 'MEXICO', 'ciudad': 'Monterrey', 'latitud': 24.048, 'longitud': None}","['Ropa', 'Electrónica', 'Deportes']",México,Premium Regular,0.41758736459638013,-0.23294271301218336,1.1836947840499932,2.4457281081364527e-16
3332.0,10.0,1167.34,2026-04-10 04:47:10,21.0,10,67.0,"{'pais': 'MEXICO', 'ciudad': 'Monterrey', 'latitud': 24.048, 'longitud': None}","['Ropa', 'Electrónica', 'Deportes']",México,Premium Regular,0.23356048995402173,-1.0812607139003576,1.1586926884535813,3.2692771084872456e-17
4500.0,10.0,531.07,2025-10-22 04:47:10,34.0,10,67.0,"{'pais': 'MEXICO', 'ciudad': 'Monterrey', 'latitud': 24.048, 'longitud': None}","['Ropa', 'Electrónica', 'Deportes']",México,Estándar Regular,0.10625607740665304,-1.6681023095439622,1.1413969695617614,-2.371193128712461e-16
3797.0,11.0,1512.68,2024-10-30 04:47:10,6.0,11,0.0,"{'pais': 'mx', 'ciudad': 'CDMX', 'latitud': 25.5534, 'longitud': -100.7525}","['Ropa', 'Hogar']",México,Premium Joven,0.30265585171728,-0.6667393478197736,-2.0894926759815906,-5.562146873419437e-16
1215.0,12.0,2069.97,2025-06-03 04:47:10,40.0,12,28.0,"{'pais': 'México', 'ciudad': 'Mazatlán', 'latitud': 23.0195, 'longitud': -102.5206}",['Hogar'],México,Premium Joven,0.41415800657060187,-0.19286537482923607,-0.7129701882247647,-2.0541239556433327e-16
2455.0,12.0,1347.09,2026-01-24 00:00:00,13.0,12,28.0,"{'pais': 'México', 'ciudad': 'Mazatlán', 'latitud': 23.0195, 'longitud': -102.5206}",['Hogar'],México,Premium Joven,0.2695247317937903,-0.8595887040115785,-0.7326202255870774,-4.0699044332802203e-16
4880.0,12.0,4523.2,2025-10-02 04:47:10,35.0,12,28.0,"{'pais': 'México', 'ciudad': 'Mazatlán', 'latitud': 23.0195, 'longitud': -102.5206}",['Hogar'],México,Premium Joven,0.9049983793582257,2.0697863417073927,-0.6462840699778268,1.7592988582857892e-16
1846.0,13.0,3251.99,2025-03-02 04:47:10,2.0,13,53.0,"{'pais': 'México', 'ciudad': 'CDMX', 'latitud': 22.1322, 'longitud': -100.3943}","['Ropa', 'Deportes']",México,Premium Regular,0.6506556596412177,0.8615055840222358,0.5346728609211271,4.654561163195527e-16
1909.0,13.0,713.64,2026-02-15 00:00:00,4.0,13,53.0,"{'pais': 'México', 'ciudad': 'CDMX', 'latitud': 22.1322, 'longitud': -100.3943}","['Ropa', 'Deportes']",México,Estándar Regular,0.1427845426789008,-1.4796536161631328,0.4656729268537487,-1.1876707169102323e-16
2140.0,13.0,4008.24,2025-09-28 04:47:10,40.0,13,53.0,"{'pais': 'México', 'ciudad': 'CDMX', 'latitud': 22.1322, 'longitud': -100.3943}","['Ropa', 'Deportes']",México,Premium Regular,0.801965578369034,1.5590065768483572,0.5552299945466929,3.248992863216937e-16
3118.0,13.0,3441.94,2025-02-16 04:47:10,0.0,13,53.0,"{'pais': 'México', 'ciudad': 'CDMX', 'latitud': 22.1322, 'longitud': -100.3943}","['Ropa', 'Deportes']",México,Premium Regular,0.6886607096410178,1.0366993871129093,0.539836269228137,3.7986534011616943e-16
3334.0,13.0,1541.95,2025-05-12 04:47:10,24.0,13,53.0,"{'pais': 'México', 'ciudad': 'CDMX', 'latitud': 22.1322, 'longitud': -100.3943}","['Ropa', 'Deportes']",México,Premium Regular,0.30851217081964455,-0.7156905783214075,0.48818886649459814,-4.3221054629311066e-17
1227.0,14.0,3996.63,2025-06-09 00:00:00,15.0,14,37.0,"{'pais': 'MEXICO', 'ciudad': 'Mazatlán', 'latitud': 23.593, 'longitud': -102.9735}","['Electrónica', 'Hogar']",México,Premium Regular,0.7996426584927631,1.5712260128218962,-0.2230134177265317,1.7315811360671129e-16
1503.0,14.0,4634.99,2025-02-27 04:47:10,4.0,14,37.0,"{'pais': 'MEXICO', 'ciudad': 'Mazatlán', 'latitud': 23.593, 'longitud': -102.9735}","['Electrónica', 'Hogar']",México,Premium Regular,0.9273652366337067,2.1599952475729474,-0.20566088639269214,6.578376064339576e-16
3879.0,14.0,1427.77,2024-07-22 00:00:00,42.0,14,37.0,"{'pais': 'MEXICO', 'ciudad': 'Mazatlán', 'latitud': 23.593, 'longitud': -102.9735}","['Electrónica', 'Hogar']",México,Premium Regular,0.2856671241811757,-0.7980730290707452,-0.2928427047154519,-1.951515547179122e-16
4734.0,14.0,1702.61,2025-12-11 00:00:00,12.0,14,37.0,"{'pais': 'MEXICO', 'ciudad': 'Mazatlán', 'latitud': 23.593, 'longitud': -102.9735}","['Electrónica', 'Hogar']",México,Premium Regular,0.34065690013245237,-0.5445838748646875,-0.2853717326749223,-1.1491223522696423e-16
635.0,15.0,4468.43,2024-07-13 04:47:10,34.0,15,29.0,"{'pais': 'MX', 'ciudad': 'Monterrey', 'latitud': 22.4056, 'longitud': -100.2534}","['Deportes', 'Hogar', 'Ropa']",México,Premium Joven,0.8940400398557828,2.0178381594747417,-0.5991523935421675,2.9439917632141125e-16
2158.0,16.0,2330.03,2025-12-21 00:00:00,7.0,16,23.0,"{'pais': 'MEXICO', 'ciudad': 'CDMX', 'latitud': 22.9154, 'longitud': -101.6988}","['Hogar', 'Electrónica', 'Deportes']",México,Premium Joven,0.4661906114821469,0.05415680748632444,-0.949003423788445,-2.0732613536601654e-16
4347.0,16.0,4563.99,2024-07-24 04:47:10,18.0,16,23.0,"{'pais': 'MEXICO', 'ciudad': 'CDMX', 'latitud': 22.9154, 'longitud': -101.6988}","['Hogar', 'Electrónica', 'Deportes']",México,Premium Joven,0.9131596112060374,2.11457243450628,-0.8882777190159902,2.4765608736759377e-16
0.0,0.0,0.0,1000-01-01 00:00:00,0.0,17,48.0,"{'pais': 'MEXICO', 'ciudad': 'Guadalajara', 'latitud': 24.6897, 'longitud': -103.4081}","['Electrónica', 'Ropa', 'Hogar']",México,Estándar Regular,0.0,-2.1306899022307717,0.20317161722565402,-4.832768889425978e-16
500.0,18.0,896.21,2025-03-04 00:00:00,0.0,18,57.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 23.8549, 'longitud': -100.1732}","['Ropa', 'Hogar']",México,Estándar Regular,0.17931300795114863,-1.3169983797798732,0.6651176791692237,-5.9871037794197e-17
1121.0,18.0,3390.1,2025-08-24 00:00:00,39.0,18,57.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 23.8549, 'longitud': -100.1732}","['Ropa', 'Hogar']",México,Premium Regular,0.6782886022865053,0.9831546793925375,0.7329090576518184,4.34513655459842e-16
1713.0,18.0,248.15,2025-08-29 04:47:10,49.0,18,57.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 23.8549, 'longitud': -100.1732}","['Ropa', 'Hogar']",México,Estándar Regular,0.049649661265861275,-1.9147140735463473,0.6475014728652446,-2.7013851363565664e-16
2777.0,18.0,1850.1,2026-05-01 04:47:10,50.0,18,57.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 23.8549, 'longitud': -100.1732}","['Ropa', 'Hogar']",México,Premium Regular,0.3701665859680433,-0.43721097872610937,0.691047258268848,1.390995333490066e-17
3314.0,18.0,37.07,2025-03-31 00:00:00,45.0,18,57.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 23.8549, 'longitud': -100.1732}","['Ropa', 'Hogar']",México,Estándar Regular,0.007416937107094408,-2.1093964002448438,0.6417636880511165,-1.526161637031988e-16
4355.0,19.0,122.2,2024-06-20 00:00:00,10.0,19,67.0,"{'pais': 'MEXICO', 'ciudad': 'CDMX', 'latitud': 23.013, 'longitud': -102.6692}",['Deportes'],México,Estándar Regular,0.02444968207410134,-2.0452093917744634,1.1302826618255828,-3.04578017973685e-16
3205.0,20.0,3077.3,2024-08-23 04:47:10,49.0,20,19.0,"{'pais': 'MX', 'ciudad': 'Culiacán', 'latitud': 24.6461, 'longitud': -102.4844}","['Electrónica', 'Deportes', 'Ropa']",México,Premium Joven,0.61570381871221,0.7491072876907552,-1.123172347832322,-1.2209225852236084e-16
1850.0,21.0,3960.29,2025-03-19 04:47:10,39.0,21,27.0,"{'pais': 'mx', 'ciudad': 'Monterrey', 'latitud': 24.134, 'longitud': -101.6221}","['Electrónica', 'Deportes']",México,Premium Joven,0.7923717792245728,1.552038770883729,-0.710206133584183,1.6267196338637095e-16
2052.0,21.0,2034.06,2024-12-22 04:47:10,39.0,21,27.0,"{'pais': 'mx', 'ciudad': 'Monterrey', 'latitud': 24.134, 'longitud': -101.6221}","['Electrónica', 'Deportes']",México,Premium Joven,0.4069731613719032,-0.2245527496603497,-0.762566817886429,-1.9857987781990172e-16
504.0,22.0,3369.68,2026-03-29 00:00:00,4.0,22,43.0,"{'pais': 'mx', 'ciudad': 'Culiacán', 'latitud': 25.4668, 'longitud': -103.2508}","['Electrónica', 'Deportes', 'Hogar']",México,Premium Regular,0.674202984381815,0.984382577356806,0.05166714049137114,3.9560650918451447e-16
578.0,22.0,1574.24,2026-05-24 04:47:10,48.0,22,43.0,"{'pais': 'mx', 'ciudad': 'Culiacán', 'latitud': 25.4668, 'longitud': -103.2508}","['Electrónica', 'Deportes', 'Hogar']",México,Premium Regular,0.31497272920076347,-0.6715793169370532,0.002861719008150243,-1.5724976120825633e-16
1686.0,22.0,3308.21,2025-03-29 00:00:00,12.0,22,43.0,"{'pais': 'mx', 'ciudad': 'Culiacán', 'latitud': 25.4668, 'longitud': -103.2508}","['Electrónica', 'Deportes', 'Hogar']",México,Premium Regular,0.6619041140291555,0.9276878520291744,0.04999620230431194,1.3209171321182985e-16
2383.0,23.0,1142.13,2026-04-06 04:47:10,6.0,23,21.0,"{'pais': 'México', 'ciudad': 'Culiacán', 'latitud': 23.5908, 'longitud': -105.6515}","['Electrónica', 'Hogar']",México,Premium Joven,0.22851649253104228,-1.038595671859708,-1.0785350708100503,-4.655906890886621e-16
4019.0,23.0,2897.05,2026-01-14 04:47:10,28.0,23,21.0,"{'pais': 'México', 'ciudad': 'Culiacán', 'latitud': 23.5908, 'longitud': -105.6515}","['Electrónica', 'Hogar']",México,Premium Joven,0.5796395372567537,0.5799940039491078,-1.0308311039443605,-1.5111467754975824e-16
3557.0,24.0,1710.24,2026-01-27 00:00:00,4.0,24,70.0,"{'pais': 'mex', 'ciudad': 'Mazatlán', 'latitud': 25.4993, 'longitud': -104.9881}","['Hogar', 'Deportes']",México,Premium Regular,0.3421835046678484,-0.5848346131450086,1.3193117977226567,2.1186242813885275e-16
3735.0,24.0,3798.64,2025-04-14 04:47:10,8.0,24,70.0,"{'pais': 'mex', 'ciudad': 'Mazatlán', 'latitud': 25.4993, 'longitud': -104.9881}","['Hogar', 'Deportes']",México,Premium Regular,0.7600289714727031,1.3413287897218629,1.3760807469638225,6.276475489693276e-16
4383.0,24.0,2590.94,2024-07-16 04:47:10,7.0,24,70.0,"{'pais': 'mex', 'ciudad': 'Mazatlán', 'latitud': 25.4993, 'longitud': -104.9881}","['Hogar', 'Deportes']",México,Premium Regular,0.5183932837403611,0.2274485265336227,1.3432518540321254,4.785353096672215e-16
421.0,25.0,1509.48,2024-06-28 04:47:10,36.0,25,57.0,"{'pais': 'MX', 'ciudad': 'Guadalajara', 'latitud': None, 'longitud': -102.4329}",['Electrónica'],México,Premium Regular,0.302015598176878,-0.7513700374718064,0.6817881893689601,1.40618844483824e-17
1610.0,25.0,364.98,2026-02-07 04:47:10,13.0,25,57.0,"{'pais': 'MX', 'ciudad': 'Guadalajara', 'latitud': None, 'longitud': -102.4329}",['Electrónica'],México,Estándar Regular,0.07302491786747552,-1.8069599697554375,0.6506772611911619,-2.818345220279558e-16
1987.0,25.0,1466.13,2024-06-30 04:47:10,36.0,25,57.0,"{'pais': 'MX', 'ciudad': 'Guadalajara', 'latitud': None, 'longitud': -102.4329}",['Electrónica'],México,Premium Regular,0.2933421634967447,-0.7913524084324839,0.6806098068993162,-2.825332250074091e-17
4520.0,25.0,2313.87,2025-11-02 04:47:10,5.0,25,57.0,"{'pais': 'MX', 'ciudad': 'Guadalajara', 'latitud': None, 'longitud': -102.4329}",['Electrónica'],México,Premium Regular,0.46295733110311676,-0.009468783099041323,0.703653911970043,1.3089381595308478e-16
203.0,26.0,4202.49,2025-05-15 04:47:10,41.0,26,32.0,"{'pais': 'mex', 'ciudad': 'Monterrey', 'latitud': 23.8775, 'longitud': -101.2233}",['Electrónica'],México,Premium Regular,0.8408309690637491,1.768258702494579,-0.46051997116459964,3.6242300705737175e-16
298.0,26.0,0.0,2025-02-19 04:47:10,19.0,26,32.0,"{'pais': 'mex', 'ciudad': 'Monterrey', 'latitud': 23.8775, 'longitud': -101.2233}",['Electrónica'],México,Estándar Regular,0.0,-2.107762384899598,-0.5747562005730014,-7.053214938676291e-16
2173.0,26.0,2528.73,2025-05-15 04:47:10,39.0,26,32.0,"{'pais': 'mex', 'ciudad': 'Monterrey', 'latitud': 23.8775, 'longitud': -101.2233}",['Electrónica'],México,Premium Regular,0.5059463547564835,0.22452414149934122,-0.5060177668368335,-1.0341288748774578e-16
759.0,27.0,0.0,2024-11-27 04:47:10,34.0,27,50.0,"{'pais': 'mx', 'ciudad': 'Guadalajara', 'latitud': None, 'longitud': -106.4672}",['Electrónica'],México,Estándar Regular,0.0,-2.1335558418971683,0.30041259445048596,-4.832768889425978e-16
3115.0,27.0,265.68,2024-06-21 04:47:10,24.0,27,50.0,"{'pais': 'mx', 'ciudad': 'Guadalajara', 'latitud': None, 'longitud': -106.4672}",['Electrónica'],México,Estándar Regular,0.05315705019187598,-1.8885150964108293,0.3076345703336467,-3.7669441222261097e-16
0.0,0.0,0.0,1000-01-01 00:00:00,0.0,28,48.0,"{'pais': 'mx', 'ciudad': 'Guadalajara', 'latitud': 23.0886, 'longitud': -107.9696}","['Ropa', 'Deportes', 'Electrónica']",México,Estándar Regular,0.0,-2.1306899022307717,0.20317161722565402,-4.832768889425978e-16
933.0,29.0,1466.73,2026-04-13 04:47:10,36.0,29,65.0,"{'pais': 'MEXICO', 'ciudad': 'Guadalajara', 'latitud': 25.1254, 'longitud': -105.0554}","['Ropa', 'Hogar', 'Electrónica']",México,Premium Regular,0.2934622110355701,-0.8022627778806218,1.0695900255906112,6.520591450953664e-17
855.0,30.0,4484.3,2024-07-02 04:47:10,27.0,30,47.0,"{'pais': 'México', 'ciudad': 'Mazatlán', 'latitud': 23.1926, 'longitud': -107.3123}","['Deportes', 'Electrónica', 'Hogar']",México,Premium Regular,0.897215297257714,2.0066818472786925,0.27644779547885734,3.574431278397648e-16
1031.0,30.0,2033.83,2025-11-22 04:47:10,20.0,30,47.0,"{'pais': 'México', 'ciudad': 'Mazatlán', 'latitud': 23.1926, 'longitud': -107.3123}","['Deportes', 'Electrónica', 'Hogar']",México,Premium Regular,0.40692714314868683,-0.25342427885767205,0.20983670227496953,-4.9062555385633863e-17
1265.0,30.0,3383.81,2024-08-10 00:00:00,24.0,30,47.0,"{'pais': 'México', 'ciudad': 'Mazatlán', 'latitud': 23.1926, 'longitud': -107.3123}","['Deportes', 'Electrónica', 'Hogar']",México,Premium Regular,0.6770301039211527,0.9916830140949326,0.2465331905418671,2.0857193058893442e-16
34.0,31.0,3909.68,2025-05-25 04:47:10,7.0,31,71.0,"{'pais': 'mex', 'ciudad': 'Mazatlán', 'latitud': None, 'longitud': -107.993}","['Hogar', 'Electrónica']",México,Premium Regular,0.7822457693246524,1.4423097177311932,1.42771963440967,7.544277786226646e-16
1086.0,31.0,4993.42,2024-08-06 04:47:10,10.0,31,71.0,"{'pais': 'mex', 'ciudad': 'Mazatlán', 'latitud': None, 'longitud': -107.993}","['Hogar', 'Electrónica']",México,Premium Regular,0.999079635535672,2.441859768594507,1.4571789243209043,5.684856310789346e-16
1289.0,31.0,2959.34,2025-06-13 04:47:10,29.0,31,71.0,"{'pais': 'mex', 'ciudad': 'Mazatlán', 'latitud': None, 'longitud': -107.993}","['Hogar', 'Electrónica']",México,Premium Regular,0.5921024725791413,0.5657965362140022,1.4018865549125197,4.570025211404723e-16
1618.0,32.0,85.03,2024-10-16 00:00:00,7.0,32,0.0,"{'pais': 'mx', 'ciudad': 'CDMX', 'latitud': 23.2253, 'longitud': -102.743}",['Electrónica'],México,Estándar Joven,0.01701273704386937,-1.9834828749711282,-2.128300466818667,-6.093180939347802e-16
4514.0,32.0,0.0,2025-03-10 04:47:10,18.0,32,0.0,"{'pais': 'mx', 'ciudad': 'CDMX', 'latitud': 23.2253, 'longitud': -102.743}",['Electrónica'],México,Estándar Joven,0.0,-2.061907350237251,-2.130611836170312,-9.273660987926604e-16
4750.0,32.0,2637.32,2024-09-22 04:47:10,11.0,32,0.0,"{'pais': 'mx', 'ciudad': 'CDMX', 'latitud': 23.2253, 'longitud': -102.743}",['Electrónica'],México,Premium Joven,0.5276729584915626,0.3705334013663013,-2.058921601917913,-3.3373344133670377e-16
852.0,33.0,185.51,2025-12-16 04:47:10,40.0,33,30.0,"{'pais': 'MEXICO', 'ciudad': 'Mazatlán', 'latitud': 25.1491, 'longitud': -104.3411}","['Hogar', 'Electrónica']",México,Estándar Regular,0.03711669821249214,-1.9337977223516492,-0.6669544619513822,-3.1092655047343387e-16
4996.0,34.0,1458.63,2025-12-06 04:47:10,32.0,34,41.0,"{'pais': 'MX', 'ciudad': 'Culiacán', 'latitud': 22.086, 'longitud': -107.7865}",['Deportes'],México,Premium Regular,0.2918415692614275,-0.7753422563194206,-0.09752188329893183,-1.6477538343824245e-16
0.0,0.0,0.0,1000-01-01 00:00:00,0.0,35,56.0,"{'pais': 'mx', 'ciudad': 'Mazatlán', 'latitud': 23.872, 'longitud': -102.0615}","['Electrónica', 'Ropa', 'Hogar']",México,Estándar Regular,0.0,-2.1421536608963585,0.5921355261249818,-2.6123228401756657e-16
1640.0,36.0,2449.1,2025-08-03 04:47:10,22.0,36,67.0,"{'pais': 'MX', 'ciudad': 'Monterrey', 'latitud': 22.0684, 'longitud': -107.7858}","['Electrónica', 'Deportes', 'Hogar']",México,Premium Regular,0.4900140455620425,0.10092622502831582,1.1935347533737863,3.204355441771992e-16
2458.0,36.0,4407.61,2026-03-23 04:47:10,25.0,36,67.0,"{'pais': 'MX', 'ciudad': 'Monterrey', 'latitud': 22.0684, 'longitud': -107.7858}","['Electrónica', 'Deportes', 'Hogar']",México,Premium Regular,0.8818712210035172,1.9072900854711412,1.246772904483878,6.283979737308463e-16
1843.0,37.0,2133.53,2026-02-05 04:47:10,45.0,37,24.0,"{'pais': 'MX', 'ciudad': 'Culiacán', 'latitud': 25.4576, 'longitud': -102.9798}",['Electrónica'],México,Premium Joven,0.42687504251683667,-0.12851113106136358,-0.9057243920453496,-2.603037114956785e-16
3107.0,37.0,2553.07,2024-11-17 04:47:10,23.0,37,24.0,"{'pais': 'MX', 'ciudad': 'Culiacán', 'latitud': 25.4576, 'longitud': -102.9798}",['Electrónica'],México,Premium Joven,0.5108162832481662,0.2584370560861019,-0.8943200418420175,-1.7248656352863066e-17
2916.0,38.0,3992.93,2025-06-09 04:47:10,39.0,38,23.0,"{'pais': 'México', 'ciudad': 'Culiacán', 'latitud': 24.3623, 'longitud': -102.201}","['Ropa', 'Electrónica']",México,Premium Joven,0.7989023653366731,1.5878750236457382,-0.9038008353508208,1.283994940792743e-16
3257.0,38.0,3746.76,2025-04-27 04:47:10,2.0,38,23.0,"{'pais': 'México', 'ciudad': 'Culiacán', 'latitud': 24.3623, 'longitud': -102.201}","['Ropa', 'Electrónica']",México,Premium Joven,0.7496488609489357,1.3608286508801106,-0.9104924711651752,2.063976538985557e-16
1241.0,39.0,2714.43,2024-11-15 04:47:10,37.0,39,43.0,"{'pais': 'MEXICO', 'ciudad': 'CDMX', 'latitud': 23.9955, 'longitud': -103.3375}","['Deportes', 'Ropa']",México,Premium Regular,0.543101068022937,0.38003543613457014,0.03385548851364953,2.4994218117598826e-17
2979.0,39.0,3267.45,2025-12-26 04:47:10,7.0,39,43.0,"{'pais': 'MEXICO', 'ciudad': 'CDMX', 'latitud': 23.9955, 'longitud': -103.3375}","['Deportes', 'Ropa']",México,Premium Regular,0.653748884558285,0.8900942778571507,0.048888223769993834,1.6946151696905748e-16
3394.0,40.0,2997.49,2024-06-06 00:00:00,16.0,40,56.0,"{'pais': 'mex', 'ciudad': 'Culiacán', 'latitud': 24.1835, 'longitud': -106.811}","['Deportes', 'Electrónica', 'Ropa']",México,Premium Regular,0.5997354952561214,0.6224774147880984,0.6736162566655399,2.0744175215892983e-16
0.0,0.0,0.0,1000-01-01 00:00:00,0.0,41,69.0,"{'pais': 'mex', 'ciudad': 'Mazatlán', 'latitud': 25.4364, 'longitud': -100.5636}",['Hogar'],México,Estándar Regular,0.0,-2.160782268727937,1.2242018780863893,-2.6123228401756657e-16
620.0,42.0,3957.93,2024-12-11 04:47:10,30.0,42,36.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 22.3015, 'longitud': -101.7806}","['Electrónica', 'Hogar']",México,Premium Regular,0.7918995922385264,1.5369653781296453,-0.27268588792084436,2.1874628235384339e-16
1709.0,42.0,1233.14,2025-11-26 00:00:00,29.0,42,36.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 22.3015, 'longitud': -101.7806}","['Electrónica', 'Hogar']",México,Premium Regular,0.2467257033785379,-0.9761502982243209,-0.3467538180122233,-2.8356668780409606e-16
2259.0,42.0,2439.77,2025-10-27 04:47:10,25.0,42,36.0,"{'pais': 'México', 'ciudad': 'Guadalajara', 'latitud': 22.3015, 'longitud': -101.7806}","['Electrónica', 'Hogar']",México,Premium Regular,0.48814730633330794,0.13674308752613556,-0.3139540108762016,-7.770135077794329e-17
407.0,43.0,2808.11,2025-12-09 00:00:00,4.0,43,73.0,"{'pais': 'MX', 'ciudad': 'Culiacán', 'latitud': 23.2053, 'longitud': -106.4613}","['Electrónica', 'Ropa', 'Hogar']",México,Premium Regular,0.5618444904182056,0.4234488442896296,1.4950166490719705,2.9841670375320956e-16
472.0,43.0,4279.88,2024-10-29 00:00:00,35.0,43,73.0,"{'pais': 'MX', 'ciudad': 'Culiacán', 'latitud': 23.2053, 'longitud': -106.4613}","['Electrónica', 'Ropa', 'Hogar']",México,Premium Regular,0.8563151007799088,1.7808849252307213,1.5350237532783826,6.030959587483265e-16
548.0,43.0,4050.77,2024-06-08 04:47:10,24.0,43,73.0,"{'pais': 'MX', 'ciudad': 'Culiacán', 'latitud': 23.2053, 'longitud': -106.4613}","['Electrónica', 'Ropa', 'Hogar']",México,Premium Regular,0.8104749480794393,1.5695732525478876,1.528795859215634,7.53781264385019e-16
